"Authors","Title","Year","Source title","DOI","Abstract","Author Keywords"
"Rahman A.I.M.J.; Schirone M.; Friberg P.A.; Granell C.","Workshop report: 28th Nordic workshop on bibliometrics and research policy, October 11-13, 2023, Gothenburg, Sweden","2024","INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL","10.47989/ir291750","The Nordic workshop on bibliometrics and research policy has been an annual event for almost three decades, rotating between the Nordic countries. It is a forum for the bibliometrics community to discuss contemporary research practices and policies. The 28th edition of the workshop took place in Gothenburg, Sweden. Featuring 27 oral and 15 poster presentations authored by 104 individuals, this event attracted 119 attendees from 19 countries. The event helped the participants to enhance their knowledge and engage with their peers. This workshop report offers insights into the pre -workshop sessions and provides an overview of the oral presentations across eight thematic sessions, keynote speeches, panel discussions, and poster sessions. Additionally, it includes references with links to presentations, posters, the book of abstracts, recording of keynote speeches and panel discussion.","N/A"
"Yuan J.P.; Yang Y.; Pan Y.T.; Wu Y.S.","A CITATION ANALYSIS ON MONOGRAPHS IN THE FIELD OF SCIENTOMETRICS, INFORMETRICS AND BIBLIOMETRICS IN CHINA (1987-2010)","2013","14TH INTERNATIONAL SOCIETY OF SCIENTOMETRICS AND INFORMETRICS CONFERENCE (ISSI)","N/A","N/A","N/A"
"Phillips F.","Change in socio-technical systemst: Researching the Multis, the Biggers, and the More Connecteds","2008","TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE","10.1016/j.techfore.2008.03.005","N/A","N/A"
"L.A.R.D.Y.. J.P.; H.E.R.Z.H.A.F.T.. L.","BIBLIOMETRIC TREATMENTS ACCORDING TO BIBLIOGRAPHIC ERRORS AND DATA HETEROGENEITY - THE END-USER POINT-OF-VIEW","1992","ONLINE INFORMATION 92","N/A","N/A","DATABASES; QUALITY; ERRORS; HETEROGENEITY; BIBLIOMETRICS"
"Larson R.R.","Bibliometrics of the World Wide Web: An exploratory analysis of the intellectual structure of cyberspace","1996","ASIS '96 - PROCEEDINGS OF THE 59TH ASIS ANNUAL MEETING, VOL 33, 1996: GLOBAL COMPLEXITY: INFORMATION, CHAOS AND CONTROL","N/A","This exploratory study examines the explosive growth and the ''bibliometrics'' of the World Wide Web based on both analysis of over 30 gigabytes of web pages collected by the Inktomi ''Web Crawler'' and on the use of the DEC AltaVista search engine for cocitation analysis of a set of Earth Science related WWW sites. The statistical characteristics of web documents and their hypertext links are examined, along with examination of the characteristics of highly cited web documents.","N/A"
"Wormell I.","Research promoting the advanced use of electronic information sources: bibliometric analysis of literature on the welfare state","2000","ONLINE INFORMATION REVIEW","N/A","N/A","electronic information; bibliometrics; research projects"
"Boshoff C.","Chris Callaghan's criticism of the National Research Foundation's rating methodology: A rebuttal","2018","SOUTH AFRICAN JOURNAL OF SCIENCE","10.17159/sajs.2018/a0278","N/A","peer review; NRF rating; bibliometrics"
"Madani F.","'Technology Mining' bibliometrics analysis: applying network analysis and cluster analysis","2015","SCIENTOMETRICS","10.1007/s11192-015-1685-4","N/A","N/A"
"Yu F.; Patel T.; Carnegie A.; Dave G.","Evaluating the impact of a CTSA program from 2008 to 2021 through bibliometrics, social network analysis, and altmetrics","2023","JOURNAL OF CLINICAL AND TRANSLATIONAL SCIENCE","10.1017/cts.2022.530","Introduction: We evaluate a CTSA program hub by applying bibliometrics, social network analysis (SNA), and altmetrics and examine the changes in research productivity, citation impact, research collaboration, and CTSA-supported research topics since our pilot study in 2017. Methods: The sampled data included North Carolina Translational and Clinical Science Institute (NC TraCS)-supported publications produced between September 2008 and March 2021. We applied measures and metrics from bibliometrics, SNA, and altmetrics to the dataset. In addition, we analyzed research topics and correlations between different metrics. Results: 1154 NC TraCS-supported publications generated over 53,560 citation counts by April 2021. The average cites per year and the relative citation ratio (RCR) mean of these publications improved from 33 and 2.26 in 2017 to 48 and 2.58 in 2021. The number of involved UNC units in the most published authors' collaboration network increased from 7 (2017) to 10 (2021). NC TraCS-supported co-authorship involved 61 NC organizations. PlumX metrics identified articles with the highest altmetrics scores. About 96% NC TraCS-supported publications have above the average SciVal Topic Prominence Percentile; the average approximate potential to translate of the included publication was 54.2%; and 177 publications addressed health disparity issues. Bibliometric measures (e.g., citation counts, RCR) and PlumX metrics (i.e., Citations, Captures, and Social-Media) are positively correlated (p < .05). Conclusion: Bibliometrics, SNA, and altmetrics offer distinctive but related perspectives to examine CTSA research performance and longitudinal growth, especially at the individual program hub level. These perspectives can help CTSAs build program foci.","CTSA evaluation; translational research; bibliometrics; social network analysis; altmetrics"
"De Villa B.D.M.; Domingo T.M.M.; Ramirez R.J.C.; Mercado J.M.T.","Explicating the culinary heritage significance of Filipino<i> kakanin</i> using bibliometrics (1934-2018)","2022","INTERNATIONAL JOURNAL OF GASTRONOMY AND FOOD SCIENCE","10.1016/j.ijgfs.2022.100522","Filipino kakanin are local rice or root crop delicacies included in the daily consumption of Filipinos as snacks in between meals; however, the traditional methods and ingredients utilized with this kakanin are gradually fading away because of modernization. All things considered, as a starting point to look at Filipino rice-based kakanin recipes. This research aimed to explicate the culinary heritage significance of Filipino kakanin through bibliometrics. A qualitative design was done using bibliometrics as library books were used to obtain the data. Results revealed from six hundred eight (608) collected rice-based kakanin recipes from eighty-nine (89) books that kakanin varies depending on its location and changes over time. Moreover, these varieties of kakanin can be grouped into fifteen (15) major clusters according to the kakanin's name, appearance, ingredients, process, and characteristics. Findings further revealed that some of this kakanin hold sentimental value to the area and locals who make it. Subsequently, the researchers constructed five (5) significance of kakanin: historical, aesthetics, culinary, social, and symbolical. Lastly, to widen the understanding of Filipino rice-based kakanin, this study encourages future research to have fieldwork on finding the traditional ingredients used in making kakanin and transmit to the next generation the traditional kakanin ways.","Bibliometrics; Culinary; Heritage; Kakanin; Significance"
"Di Cesare R.; Luzi D.; Ruggieri R.","The impact of Grey Literature in the web environment: A citation analysis using Google Scholar","2008","NINTH INTERNATIONAL CONFERENCE ON GREY LITERATURE, GL9 CONFERENCE PROCEEDINGS: GREY FOUNDATIONS IN INFORMATION LANDSCAPE","N/A","N/A","N/A"
"Zhao L.M.; Shen L.Y.","Bibliometric analysis and visualization on International Mobile Library Research Output, 2007-2016","2018","PROCEEDINGS OF THE 30TH CHINESE CONTROL AND DECISION CONFERENCE (2018 CCDC)","N/A","Bibliometrics analysis of published research output is performed on the mobile library field for the period of 2007-2016, based on research data retrieved from the Science Citation index and Social Sciences Citation index databases. A number of 772 mobile library related articles in the period are identified in this research. On the basis of the above data source, combined with the sofiwares of GERM and VOSviewer, co -word analysis and visualization are employed from the viewpoint of the bibliometrics analysis method, in order that the number evolution pattern of research outputs, prominent authors and their research paradigms, institutions contributing to the field, and content analysis based on co-word method are conducted in the paper, to reveal the research status and future trend in mobile library field.","Bibliometrics; mobile library; research trend; research outputs"
"Kazakis N.A.","Bibliometric evaluation of the research performance of the Greek civil engineering departments in National and European context","2014","SCIENTOMETRICS","10.1007/s11192-014-1326-3","Quality evaluation and its assurance in higher education institutions constitute an obligation and scope of most European Universities. To accomplish this, quantitative indices, known as bibliometrics, are recruited which are considered a useful evaluation tool particularly for academics' and Universities' research performance. In the present study, the research quality of the five Greek civil engineering departments (Athens, Patras, Thessaloniki, Volos, Xanthi) is assessed by means of several advanced bibliometric indices calculated separately for each academic. Statistical analysis of the data is also performed to compare the observed differences in the mean values of the calculated indices. The study is conducted both in department and academic rank level to explore how research activity is distributed among the various ranks. In addition, to evaluate the research status of the Greek departments in the European context, their research output is compared with that of London civil engineering department. To explore the dependence of bibliometrics on seniority, bibliometric analysis considering the research activity of all academics only during the last decade is also made. Finally, the temporal progress of the research productivity leads to interesting findings about the impact of the European economic crisis on research performance. In general, bibliometrics demonstrate that Patras department host academics of better quality, but Athens exhibits higher scientific activity over the last decade. Superiority of London department is evident but few bibliometrics are comparable with the ones of the Greek departments. Results also indicate that no common standards in hiring/promotion of academics are established, while the European socio-economic crisis has significant negative impact on research productivity.","Research evaluation; Bibliometrics; h-index; Civil engineering; Seniority; Academic rank; Economic crisis"
